n32_128_0_m1 18660
n37_3_0_m3 21610
n46_131_0_m3 27355
n40_47_0_m3 23531
n19_125_0_m3 11698
n43_11_0_m3 25118
n10_45_0_m1_mid 6154
n2_97_0_m3_mid 1734
n50_21_0_m3_mid 29239
n48_81_0_m3_mid 28308
n31_54_0_m1 17773
n42_97_0_m1_mid 24898
n14_2_0_m3_mid 8292
n36_63_0_m3_mid 21284
n42_27_0_m3_mid 24608
n15_35_0_m3_mid 9009
n10_24_0_m3 6065
n47_126_0_m3_mid 27917
n24_69_0_m3_mid 14362
n6_30_0_m3_mid 3778
n31_137_0_m3_mid 18699
n28_99_0_m1 16222
n42_96_0_m1 24316
n13_36_0_m1_mid 7853
n26_48_0_m1 14852
n48_35_0_m3_mid 28116
n38_25_0_m3 22281
n45_28_0_m1_mid 26349
n10_123_0_m6_mid 6482
n35_114_0_m3 20916
n35_84_0_m1_mid 20791
n29_130_0_m3 17508
n33_8_0_m1 18739
n22_87_0_m3 13275
n37_46_0_m1 21213
n30_13_0_m1 17022
n26_50_0_m3_mid 15440
n13_51_0_m6_mid 7919
n32_15_0_m3_mid 18768
n47_5_0_m1 26833
n43_100_0_m1_mid 25491
n21_120_0_m3 12834
n33_9_0_m3_mid 19323
n33_123_0_m1 19217
n51_58_0_m3_mid 29972
n9_71_0_m1_mid 5683
n0_42_0_m1 224
n42_119_0_m1_mid 24990
n43_25_0_m3 25176
n49_99_0_m1_mid 28976
n24_51_0_m1_mid 14284
n20_64_0_m3_mid 12026
n10_93_0_m1_mid 6354
n6_129_0_m1_mid 4188
n6_26_0_m3_mid 3760
n10_57_0_m3_mid 6206
n41_49_0_m1 23541
n49_27_pkg_mid 30586
n18_17_0_m1 10092
n21_68_0_m1_mid 12619
n30_100_0_m3_mid 17966
n19_109_0_m3 11630
n50_48_0_m1_mid 29349
n10_3_0_m6 5404
n33_29_0_m3_mid 19407
n8_137_0_m1_mid 5380
n38_13_0_m3 22231
n13_94_0_m1 7517
n4_118_0_m1 2406
n1_56_0_m3_mid 968
n31_49_0_m3_mid 18331
n20_3_0_m6 11194
n4_35_0_m1 2060
n32_18_0_m3_mid 18782
n26_22_0_m3 15321
n23_138_0_m1 13491
n16_98_0_m3 9847
n3_97_0_m3 2316
n30_122_0_m3 18053
n45_81_0_m3 26568
n42_41_0_m1 24088
n21_107_0_m1 12203
n18_109_0_m1_mid 11052
n46_39_0_m6 26398
n21_67_0_m3 12614
n23_109_0_m3 13946
n8_21_0_m3_mid 4898
n32_40_0_m3 18869
n31_62_0_m3_mid 18385
n21_110_0_m1 12215
n39_108_0_m1_mid 23207
n7_115_0_m3_mid 4711
n0_20_0_m1 108
n12_19_0_m1 6626
n11_37_0_m3_mid 6701
n11_52_0_m3_mid 6765
n32_94_0_m1 18518
n14_20_0_m3 8365
n50_79_0_m1_mid 29479
n47_40_0_m1 26979
n8_15_0_m1 4292
n21_15_0_m6_mid 12401
n19_136_0_m1 11167
n41_38_0_m3 24072
n27_95_0_m1 15627
n49_27_0_ap_mid 28670
n35_136_0_m1 20431
n38_121_0_m1_mid 22682
n37_93_0_m3_mid 21989
n11_92_0_m3 6928
n9_74_0_m1_mid 5695
n11_125_0_m3 7066
n14_75_0_m1 8016
n40_94_0_m3_mid 23730
n33_55_0_m3 19512
n12_18_0_m1 6622
n44_19_0_m1_mid 25732
n41_37_0_m3 24068
n6_53_0_m3 3871
n26_111_0_m1 15114
n46_83_0_m1_mid 27156
n24_94_0_m1_mid 14464
n49_99_0_ap 28931
n48_23_0_m1 27486
n32_136_0_m3_mid 19274
n24_135_0_m1_mid 14634
n27_47_0_m3_mid 16007
n41_99_0_m3 24326
n38_74_0_m1_mid 22486
n5_102_0_m1_mid 3497
n15_19_0_m3_mid 8943
n36_109_0_m3_mid 21476
n19_34_0_m1_mid 11319
n38_13_0_m1 21654
n46_7_0_m3_mid 26842
n35_38_0_m3_mid 20601
n13_27_0_m6_mid 7819
n13_135_0_m1_mid 8265
n5_103_0_m1_mid 3501
n4_93_0_m3_mid 2882
n43_127_0_m1 25025
n9_3_0_m3 5398
n39_47_0_m3 22952
n38_95_0_m3_mid 22576
n36_10_0_m3_mid 21064
n46_120_0_m1_mid 27310
n26_7_0_m3_mid 15262
n15_120_0_m1 8783
n7_129_0_m1_mid 4767
n43_122_0_m3 25580
n13_130_0_m1_mid 8245
n1_123_0_m3 1243
n35_99_0_m1 20275
n43_116_0_m1 24979
n46_4_0_m1 26250
n23_4_0_m1 12933
n18_33_0_m1 10158
n46_114_0_m1_mid 27286
n31_116_0_m1 18031
n45_120_0_m1_mid 26731
n11_65_0_m1 6239
n39_119_0_m1 22675
n31_42_0_m3_mid 18303
n46_24_0_m3_mid 26912
n24_17_0_m1 13566
n30_35_0_m1_mid 17692
n13_39_0_m6_mid 7869
n14_31_0_m1_mid 8412
n40_122_0_m1_mid 23844
n48_73_0_m1 27694
n18_3_0_m6_mid 10614
n38_15_0_m6_mid 22244
n24_137_0_m1 14066
n44_105_0_m3 26089
n35_121_0_m3 20944
n32_91_0_m1_mid 19084
n10_68_0_m1_mid 6250
n24_78_0_m1 13820
n6_105_0_m1 3510
n31_1_0_m3 18128
n36_12_0_m3 21069
n9_29_0_m3_mid 5511
n19_129_0_m1_mid 11715
n27_68_0_m1_mid 16093
n26_98_0_m3 15637
n8_12_0_m3_mid 4860
n9_23_0_m3 5482
n1_33_0_m1_mid 870
n45_15_0_m6 25719
n37_77_0_m1 21343
n12_103_0_m1 6976
n6_57_0_m3 3887
n31_37_0_m1 17701
n28_111_0_m1 16272
n14_99_0_m3_mid 8696
n1_16_0_m1 90
n13_136_0_m1_mid 8271
n45_8_0_m3 26264
n11_117_0_m3_mid 7035
n5_91_0_m3_mid 3453
n4_118_0_m1_mid 2984
n4_2_0_m3_mid 2502
n40_12_0_m1 22808
n48_100_0_m3_mid 28388
n28_112_0_m3_mid 16858
n17_42_0_m3_mid 10197
n37_51_0_m3 21810
n8_36_0_m3_mid 4960
n3_106_0_m1_mid 2355
n8_24_0_m3_mid 4910
n5_111_0_m6 2959
n4_104_0_m1_mid 2926
n4_138_0_m1 2490
n17_62_0_m3_mid 10279
n17_23_0_m3_mid 10117
n50_15_0_m6 28617
n23_41_0_m1_mid 13665
n21_106_0_m3_mid 12779
n2_131_0_m3 1879
n33_79_0_m3 19612
n17_70_0_m1_mid 10311
n18_137_0_m3 11169
n18_96_0_m1 10420
n32_125_0_m1 18648
n11_69_0_m1_mid 6833
n0_34_0_m1 181
n6_59_0_m3_mid 3898
n3_0_0_m1_mid 1912
n28_13_0_m1_mid 16442
n39_123_0_m3 23268
n44_90_0_m3 26027
n32_29_0_m1_mid 18826
n19_51_0_m6_mid 11393
n28_6_0_m1_mid 16414
n29_112_0_m3 17432
n8_39_0_m6_mid 4974
n52_136_0_m3 30578
n47_27_0_m3_mid 27503
n30_24_0_m1 17068
n37_54_0_m3_mid 21827
n23_16_0_m1_mid 13561
n14_2_0_m3 8289
n10_118_0_m3 6457
n15_115_0_m3 9340
n30_89_0_m1_mid 17918
n43_123_0_m3_mid 25587
n37_67_0_m3 21878
n0_120_0_m3_mid 635
n41_40_0_m1 23505
n48_17_0_m1 27462
n11_58_0_m1_mid 6787
n38_86_0_m3 22535
n6_32_0_m1 3206
n35_49_0_m3 20644
n5_57_0_m3_mid 3311
n45_27_0_m6 25769
n39_51_0_m6_mid 22973
n0_87_0_m1_mid 459
n41_4_0_m3_mid 23935
n19_67_0_m3 11456
n11_75_0_m6_mid 6861
n23_130_0_m3_mid 14037
n33_126_0_m3_mid 19811
n20_75_0_m3_mid 12070
n9_27_0_m6_mid 5503
n14_78_0_m3 8607
n1_120_0_m3_mid 1234
n43_38_0_m1 24653
n2_27_0_m1 845
n28_126_0_m1 16336
n4_9_0_m1_mid 2530
n13_79_0_m3 8032
n39_113_0_m3 23228
n50_81_0_m3_mid 29489
n20_93_0_m3_mid 12146
n43_5_0_m1_mid 25095
n23_57_0_m1 13153
n51_99_0_m1 29562
n51_121_0_m3_mid 30234
n42_16_0_m1 23984
n14_134_0_m3_mid 8842
n24_104_0_m1_mid 14506
n50_102_0_m3_mid 29577
n27_138_0_m1 15807
n51_92_0_m1_mid 30112
n42_93_0_m1_mid 24882
n35_36_0_m1 20013
n3_16_0_m3 1978
n52_97_0_m3 30500
n48_15_0_m1 27452
n27_128_0_m1 15765
n6_91_0_m1 3452
n1_108_0_m1_mid 1182
n41_100_0_m1 23755
n36_88_0_m1_mid 21388
n0_24_0_m1_mid 129
n51_21_0_m3_mid 29818
n24_18_0_m3 14147
n31_112_0_m1 18015
n2_135_0_m1 1295
n35_105_0_m1 20301
n42_80_0_m1 24250
n23_41_0_m3 13664
n35_21_0_m3 20528
n16_134_0_m3_mid 10000
n44_135_0_m1_mid 26214
n27_50_0_m3_mid 16019
n23_42_0_m1_mid 13669
n45_22_0_m1 25745
n44_104_0_m1 25508
n0_61_0_m1 322
n34_112_0_m3_mid 20332
n22_111_0_m1 12798
n38_70_0_m1_mid 22470
n3_100_0_m3 2328
n30_16_0_m1_mid 17614
n21_27_0_m3 12446
n15_106_0_m1 8725
n16_97_0_m1_mid 9844
n17_95_0_m1 9837
n34_78_0_m1 19610
n10_122_0_m1 5896
n38_67_0_m1 21880
n36_2_0_m1 20450
n36_111_0_m3_mid 21484
n7_124_0_m1_mid 4747
n5_82_0_m3 3412
n2_64_0_m1 1001
n50_69_0_m1_mid 29437
n19_15_0_m1 10661
n42_124_0_m3_mid 25014
n38_33_0_m1_mid 22316
n47_89_0_m1_mid 27761
n42_11_0_m1 23962
n20_21_0_m1_mid 11844
n16_13_0_m1_mid 9494
n12_49_0_m3_mid 7330
n0_81_0_m3 427
n12_41_0_m3 7295
n34_26_0_m3 19969
n40_1_0_m1_mid 23340
n21_81_0_m1_mid 12673
n49_16_0_m3_mid 28622
n45_77_0_m1_mid 26553
n13_2_0_m1_mid 7711
n36_34_0_m3 21161
n46_114_0_m3 27285
n40_68_0_m1_mid 23620
n21_90_0_m3_mid 12713
n32_68_0_m1_mid 18988
n35_3_0_m3 20452
n27_135_0_m3 16370
n20_42_0_m3 11931
n22_97_0_m1 12740
n24_36_0_m3 14221
n48_2_0_m3 27975
n12_4_0_m3_mid 7144
n10_107_0_m1 5834
n34_51_0_m1_mid 20074
n29_68_0_m3 17250
n18_84_0_m3 10947
n11_62_0_m3 6802
n4_99_0_m1 2326
n23_130_0_m1 13457
n15_111_0_m3_mid 9325
n3_56_0_m1 1557
n52_81_0_m1 30067
n44_13_0_m3_mid 25708
n31_41_0_m3_mid 18299
n4_17_0_m3_mid 2566
n8_99_0_m3 5219
n32_131_0_m1_mid 19250
n33_54_0_m1_mid 19509
n32_3_0_m3 18715
n0_19_0_m1 103
n8_97_0_m3 5211
n25_36_0_m3_mid 14803
n15_47_0_m1 8479
n31_82_0_m3 18466
n20_115_0_m3 12235
n41_99_0_m6 23753
n27_133_0_m3_mid 16365
n27_33_0_m3 15946
n25_30_0_m1_mid 14777
n25_58_0_m1 14315
n34_89_0_m1_mid 20234
n1_69_0_m3 1019
n30_91_0_m1 17348
n48_35_0_m1 27536
n3_21_0_m3 2000
n39_135_0_m1 22741
n26_55_0_m1 14882
n8_120_0_m3 5307
n5_135_0_m3 3632
n13_72_0_m3 8002
n9_111_0_m3_mid 5851
n22_57_0_m1 12574
n44_136_0_m1 25642
n4_133_0_m3 3045
n29_8_0_m3_mid 17003
n13_84_0_m1_mid 8053
n6_49_0_m1 3276
n1_77_0_m3 1053
n32_32_0_m1 18260
n39_95_0_m3_mid 23155
n36_131_0_m3_mid 21568
n41_12_0_m1_mid 23965
n42_95_0_m1 24312
n52_58_0_m1 29971
n23_15_0_m6 12981
n45_92_0_m3 26614
n30_39_0_m6_mid 17712
n26_120_0_m1 15152
n42_66_0_m1 24192
n34_109_0_m3_mid 20318
n41_113_0_m1 23809
n45_43_0_m1_mid 26411
n21_137_0_m1 12329
n42_135_0_m1 24478
n24_34_0_m3 14213
n46_45_0_m3_mid 27000
n11_40_0_m3 6710
n1_39_0_m6_mid 898
n0_27_0_m6_mid 149
n51_112_0_m1 29618
n43_42_0_m3 25248
n32_4_0_m3 18719
n3_63_0_m1_mid 2175
n30_75_0_m6 17284
n9_15_0_m3_mid 5451
n21_115_0_m3_mid 12817
n0_128_0_m3_mid 678
n51_31_0_m1_mid 29858
n20_10_0_m3 11797
n2_39_0_ap_mid 1486
n21_10_0_m3 12376
n13_60_0_m1 7375
n42_99_0_m1_mid 24906
n30_92_0_m3 17929
n46_90_0_m3 27185
n1_18_0_m1_mid 808
n29_2_0_m1 16397
n36_37_0_m3 21173
n8_4_0_m3 4823
n19_70_0_m1_mid 11469
n16_60_0_m3 9689
n34_27_0_m3_mid 19976
n1_48_0_m1_mid 932
n52_100_0_m3 30506
n8_80_0_m1 4564
n47_114_0_m3_mid 27867
n43_99_0_m6 24911
n18_87_0_m6_mid 10964
n2_75_0_m1 1045
n41_126_0_m3_mid 24443
n30_124_0_m1_mid 18064
n39_118_0_m1 22671
n44_14_0_m3_mid 25712
n34_50_0_m1 19492
n20_54_0_m3_mid 11984
n15_27_0_m1 8395
n3_3_0_m3_mid 1927
n40_110_0_m3 23793
n25_54_0_m1 14299
n31_0_0_m3 18126
n8_113_0_m3_mid 5282
n1_67_0_m3 1011
n48_47_0_m1 27586
n9_34_0_m1_mid 5529
n19_7_0_m3 11206
n18_65_0_m3_mid 10872
n17_51_0_m6 9657
n2_26_0_m3_mid 1426
n17_103_0_m1 9871
n14_110_0_m3 8739
n43_21_0_m1 24583
n47_52_0_m3_mid 27609
n23_3_0_m6_mid 13509
n29_129_0_m1 16927
n24_105_0_m3_mid 14512
n33_21_0_m1 18793
n0_55_0_m1_mid 293
n11_80_0_m3 6878
n49_30_0_m3 28679
n19_77_0_m3_mid 11501
n42_103_0_m3_mid 24926
n16_100_0_m1 9280
n9_65_0_m3_mid 5661
n15_45_0_m1_mid 9049
n28_94_0_m3_mid 16782
n28_135_0_m1 16372
n19_137_0_m3_mid 11751
n29_17_0_m1 16461
n1_50_0_m1 266
n52_6_0_m3_mid 30319
n32_129_0_m3_mid 19244
n1_93_0_m1 493
n23_66_0_m1 13191
n10_29_0_m1_mid 6088
n50_78_0_m1_mid 29475
n42_63_0_m6 24182
n12_111_0_m6 7012
n12_69_0_m3_mid 7414
n51_102_0_m1_mid 30154
n41_70_0_m1 23629
n39_87_0_m1_mid 23119
n29_79_0_m3 17296
n35_60_0_m1 20113
n11_63_0_m6_mid 6811
n10_69_0_m1_mid 6254
n36_69_0_m3_mid 21310
n52_76_0_m3_mid 30459
n9_46_0_m1 5001
n38_79_0_m3_mid 22510
n24_60_0_m1_mid 14322
n27_117_0_m1 15719
n24_36_0_m1 13644
n13_22_0_m3 7794
n52_117_0_m3 30540
n38_65_0_m3_mid 22452
n46_125_0_m3 27331
n29_98_0_m3 17374
n40_44_0_m3_mid 23522
n11_126_0_m1 6493
n31_38_0_m1_mid 18283
n34_114_0_m3_mid 20340
n34_46_0_m1_mid 20054
n24_34_0_m3_mid 14216
n36_122_0_m3 21527
n11_81_0_m1_mid 6883
n25_121_0_m1 14577
n47_138_0_m3 27964
n19_100_0_m3_mid 11597
n43_135_0_m3 25634
n40_132_0_m1_mid 23886
n7_96_0_m3 4628
n46_49_0_m3 27013
n21_21_0_m1_mid 12423
n47_78_0_m1_mid 27715
n30_87_0_m3 17907
n22_9_0_m1 12374
n10_87_0_m1_mid 6328
n5_15_0_m3 3132
n2_51_0_m3 1531
n27_90_0_m3_mid 16187
n30_102_0_m3_mid 17974
n11_52_0_m1_mid 6763
n4_130_0_m1 2456
n27_108_0_m3_mid 16261
n30_32_0_m1_mid 17680
n44_82_0_m3_mid 25996
n24_67_0_m3_mid 14354
n14_135_0_m6 8270
n7_85_0_m1_mid 4583
n50_44_0_m3 29332
n24_57_0_m1_mid 14310
n7_36_0_m1 3801
n35_6_0_m1 19889
n20_76_0_m1_mid 12074
n2_121_0_m3_mid 1838
n25_131_0_m3_mid 15199
n33_69_0_m1 18993
n19_87_0_m1 10961
n49_76_0_m1_mid 28880
n13_56_0_m1 7359
n11_39_0_m1_mid 6707
n4_17_0_m1_mid 2564
n11_82_0_m1_mid 6887
n26_5_0_m3_mid 15254
n22_49_0_m1_mid 13118
n27_14_0_m3 15866
n41_137_0_m1 23909
n39_136_0_m1 22747
n15_114_0_m3 9336
n50_66_0_m1_mid 29425
n47_107_0_m3 27834
n34_120_0_m3_mid 20364
n23_95_0_m3_mid 13891
n7_102_0_m1 4077
n20_18_0_m3_mid 11834
n12_136_0_m3_mid 7694
n27_62_0_m3 16066
n14_138_0_m3 8857
n3_85_0_m1_mid 2267
n19_29_0_m3_mid 11301
n33_73_0_m1 19009
n4_69_0_m3 2779
n18_77_0_m1 10342
n8_120_0_m1_mid 5308
n34_31_0_m3_mid 19994
n41_79_0_m1_mid 24245
n22_73_0_m1 12640
n41_18_0_m1 23413
n27_69_0_m3_mid 16099
n4_9_0_m3_mid 2532
n22_25_0_m1 12440
n50_124_0_m1 29089
n44_91_0_m3_mid 26034
n7_100_0_m1 4069
n24_111_0_m6 13960
n36_47_0_m1 20638
n16_82_0_m3 9781
n2_34_0_m1 875
n41_136_0_m3 24480
n46_94_0_m3_mid 27204
n27_20_0_m1_mid 15893
n37_6_0_m3_mid 21627
n47_30_0_m3 27514
n34_56_0_m1_mid 20096
n33_100_0_m3 19698
n19_19_0_m1_mid 11257
n51_29_0_m3_mid 29852
n34_62_0_m1 19542
n21_137_0_m1_mid 12907
n37_84_0_m3_mid 21951
n35_81_0_m3 20778
n18_65_0_m1_mid 10870
n13_82_0_m1 7467
n20_77_0_m1 11500
n12_97_0_m3_mid 7530
n8_110_0_m3 5265
n46_13_0_m1 26286
n3_58_0_m3_mid 2157
n0_87_0_m6_mid 464
n0_79_0_m1_mid 419
n21_69_0_m1 12045
n42_88_0_m1_mid 24862
n32_130_0_m3 19245
n41_136_0_m1_mid 24483
n27_8_0_m1_mid 15843
n0_122_0_m3 641
n47_36_0_m3 27538
n38_91_0_m1_mid 22558
n4_6_0_m1_mid 2518
n21_71_0_m1 12053
n49_125_0_m3_mid 29094
n15_91_0_m3_mid 9243
n2_94_0_m1_mid 1720
n37_62_0_m3 21856
n36_132_0_m3_mid 21572
n14_123_0_m1_mid 8794
n1_128_0_m3_mid 1268
n33_102_0_m1_mid 19709
n11_20_0_m3 6628
n9_106_0_m1 5251
n30_29_0_m3 17667
n16_50_0_m1_mid 9648
n30_25_0_m1 17072
n46_27_0_m1_mid 26922
n42_127_0_m3_mid 25026
n24_138_0_m1_mid 14648
n18_74_0_m3 10905
n5_75_0_m1 2805
n1_106_0_m3_mid 1176
n35_123_0_m6_mid 20957
n6_135_0_m1 3634
n46_105_0_m1 26670
n41_15_0_m6 23403
n7_106_0_m3_mid 4673
n1_14_0_m1_mid 790
n3_13_0_m3_mid 1969
n21_64_0_m3_mid 12605
n20_36_0_m1_mid 11906
n9_54_0_m1_mid 5613
n40_108_0_m1 23208
n17_64_0_m1_mid 10287
n47_89_0_m1 27183
n35_63_0_m1 20125
n20_70_0_m3_mid 12050
n52_125_0_m3_mid 30557
n49_123_0_m3 29079
n7_60_0_m1 3901
n7_7_0_m1_mid 4259
n2_130_0_m1_mid 1876
n30_58_0_m3_mid 17790
n21_101_0_m1 12179
n31_122_0_m3 18632
n11_18_0_m3_mid 6623
n6_37_0_m1_mid 3804
n49_6_0_m3 28575
n19_3_0_m1_mid 11189
n52_16_0_m3 30338
n28_72_0_m1_mid 16688
n36_106_0_m1 20884
n46_111_0_m1 26694
n33_18_0_m3_mid 19361
n20_20_0_m1_mid 11840
n50_120_0_m1 29069
n46_11_0_m1 26278
n40_58_0_m3_mid 23580
