43748 26513 -1
17573 18150 -0.111111111111111
1967 1369 -0.357142857142857
5186 5186 2.08855472013367
15524 15521 -2.08855472013367
19785 40390 1
20547 20544 -2.08855472013367
1741 1741 0.468253968253968
45396 29816 -1
5120 4542 -0.357142857142857
30768 450 1
42775 24565 1
38513 16026 1
32573 4125 1
44229 27477 -1
21080 41036 1
3848 3845 -2.08855472013367
34269 7523 1
13145 13722 -0.111111111111111
5135 5713 -0.357142857142857
22917 22914 -2.08855472013367
28710 44844 1
32185 3347 -1
41494 21998 1
18280 39638 -1
10147 10147 2.08855472013367
704 705 -0.111111111111111
14123 14700 -0.111111111111111
4709 4131 -0.357142857142857
21518 21518 2.08855472013367
22903 22325 -0.357142857142857
13258 13255 -2.08855472013367
33592 6166 -1
2891 2894 -2.08855472013367
6579 6001 -0.357142857142857
17967 17970 -2.08855472013367
37213 13420 -1
19152 19152 2.08855472013367
2147 2147 0.357142857142857
17079 16501 -0.357142857142857
454 453 -0.357142857142857
11185 10607 -0.357142857142857
22509 41749 -1
22531 22534 -2.08855472013367
16413 16413 2.19966583124478
36915 12823 -1
2199 31612 1
29051 28453 -0.111111111111111
21896 22473 -0.111111111111111
38297 15592 -1
20029 40511 -1
9182 9185 -2.08855472013367
20149 40571 -1
10941 35975 -1
9474 8896 -0.357142857142857
28763 28763 2.19966583124478
4448 32734 -1
20968 20968 0.468253968253968
33024 5029 1
43708 26434 1
37891 14780 1
1832 31429 1
11438 10861 -0.111111111111111
5650 5650 0.468253968253968
23574 42281 1
6918 33967 -1
17625 17048 -0.111111111111111
8763 8763 0.468253968253968
28647 28650 -2.08855472013367
17889 18466 -0.111111111111111
570 569 -0.357142857142857
20684 40838 -1
15245 15250 -2.08855472013367
25995 43489 -1
19610 19610 0.468253968253968
16459 16459 2.19966583124478
25971 26549 -0.357142857142857
33176 5333 1
23881 42434 -1
41378 21766 1
39672 18347 -1
1076 1076 2.08855472013367
37815 14627 1
26482 27060 -0.357142857142857
23718 23718 2.08855472013367
13488 13488 2.08855472013367
16993 38996 1
44631 28282 -1
23681 23684 -2.08855472013367
40686 20379 1
20935 40964 1
28021 27444 -0.111111111111111
1035 31031 -1
6702 6702 2.19966583124478
24903 25480 -0.111111111111111
1869 31447 -1
12362 36684 -1
12416 12416 0.468253968253968
6552 5975 -0.111111111111111
30016 45496 1
5110 33065 1
15068 15646 -14.0056022408964
6934 33975 -1
45054 29131 1
25248 24671 -0.111111111111111
21312 20734 -0.357142857142857
18239 18236 -2.08855472013367
2074 2077 -2.08855472013367
20550 20550 0.468253968253968
17595 17598 -2.08855472013367
26343 43663 1
35174 9335 -1
4390 3813 -0.111111111111111
721 721 2.08855472013367
12973 36989 -1
37763 14523 1
21388 41190 1
1930 2508 -14.0056022408964
18050 18050 0.357142857142857
6981 6978 -2.08855472013367
42244 23501 1
22297 22872 -0.111111111111111
15557 16134 -0.111111111111111
16148 16725 -0.111111111111111
14022 37513 -1
34291 7567 1
25793 25793 2.19966583124478
22369 22372 -2.08855472013367
35546 10081 -1
9664 9664 2.08855472013367
30563 30563 2.08855472013367
45192 29407 -1
15171 15166 -2.08855472013367
30000 30000 0.357142857142857
27201 26624 -0.111111111111111
24095 42541 1
8578 34796 1
26588 26588 2.19966583124478
21045 21048 -2.08855472013367
7282 7282 0.357142857142857
30842 635 -1
33550 6082 -1
7565 7565 2.19966583124478
30222 45599 1
36077 11144 -1
1803 1806 -2.08855472013367
17075 16497 -0.357142857142857
32998 4976 -1
16989 16989 0.357142857142857
1337 31181 -1
8309 8887 -0.357142857142857
20644 20647 -2.08855472013367
18354 39675 -1
36167 11325 -1
951 1535 -0.111111111111111
15617 38309 -1
27437 27437 2.08855472013367
44007 27032 -1
11743 11743 14.0056022408964
9203 9203 0.357142857142857
32088 3153 -1
29610 45293 -1
15968 16546 -0.357142857142857
28916 28323 -0.357142857142857
26762 43872 -1
1918 1918 0.468253968253968
30754 414 -1
5287 5290 -2.08855472013367
41470 21949 -1
4088 32555 1
28571 28571 2.19966583124478
4489 32755 1
15494 38248 1
23181 23178 -2.08855472013367
40220 19445 -1
39301 17605 1
38659 16318 1
21419 20842 -0.111111111111111
12080 12080 2.08855472013367
40854 20715 -1
26229 26229 0.468253968253968
6172 6172 2.08855472013367
23487 24064 -0.111111111111111
31020 1012 -1
11905 11328 -0.111111111111111
28779 28779 2.19966583124478
10792 35901 1
38422 15844 1
16585 16585 0.468253968253968
10460 35735 -1
10082 10082 0.468253968253968
23281 23278 -2.08855472013367
22658 22080 -0.357142857142857
40456 19919 1
16544 38772 1
10676 10673 -2.08855472013367
1062 420 -0.357142857142857
40963 20933 -1
34017 7018 1
17332 16757 -0.111111111111111
22577 22000 -0.111111111111111
5312 4734 -0.357142857142857
20828 20251 -0.111111111111111
29094 29091 -2.08855472013367
44156 27330 -1
18378 18378 2.19966583124478
2942 2364 -0.357142857142857
23999 23421 -0.357142857142857
44595 28211 1
16366 15789 -0.111111111111111
26648 26648 15.7042603010289
16643 16643 0.468253968253968
27713 44347 1
31381 1737 1
37260 13515 -1
21977 41484 1
43151 25317 -1
11433 11433 2.08855472013367
2647 31835 -1
20712 40852 -1
12470 13048 -0.357142857142857
8262 8262 0.468253968253968
16400 38700 1
5332 5329 -2.08855472013367
26936 26936 0.357142857142857
17189 16611 -0.357142857142857
8081 8081 2.08855472013367
15269 15846 -0.111111111111111
38742 16484 -1
2324 2327 -2.08855472013367
25138 25138 2.19966583124478
35190 9368 1
24218 42602 -1
34920 8826 -1
1677 2262 -0.111111111111111
95 30627 -1
23246 42117 -1
4554 4554 2.19966583124478
944 271 -0.357142857142857
32887 4753 -1
22240 21662 -0.357142857142857
20900 40946 -1
44129 27277 1
23932 24505 -1.6986580601325
23671 24249 -0.357142857142857
24505 23928 -0.111111111111111
13882 37443 -1
26742 43862 -1
24959 24384 -0.111111111111111
37908 14813 -1
3697 32359 -1
23873 23296 -0.111111111111111
29230 29230 0.468253968253968
6590 6593 -2.08855472013367
9227 35120 1
27234 44108 1
20536 19959 -0.111111111111111
29927 45451 -1
14503 15080 -0.111111111111111
29272 29850 -0.357142857142857
18641 39819 1
22582 22004 -0.357142857142857
11804 11804 2.08855472013367
20792 21369 -0.111111111111111
1220 31124 1
35474 9937 1
7191 34103 -1
2854 2276 -0.357142857142857
26841 26841 0.468253968253968
25494 25497 -2.08855472013367
10055 35533 1
19472 20050 -0.357142857142857
34937 8861 1
25165 24587 -0.357142857142857
839 839 2.19966583124478
24706 24706 0.357142857142857
42339 23691 1
29829 45402 -1
530 530 0.357142857142857
12965 12965 0.468253968253968
22367 22945 -0.357142857142857
2838 31931 1
26403 25825 -0.357142857142857
18765 18192 -1.6986580601325
17555 17555 0.468253968253968
11871 36439 -1
26847 43914 -1
23425 23425 0.468253968253968
11577 36293 1
31632 2240 1
26290 43636 -1
1636 1045 -0.357142857142857
31659 2293 -1
16034 16034 2.19966583124478
25731 25734 -2.08855472013367
17382 17387 -2.08855472013367
42836 24686 -1
17669 39333 -1
17075 17075 0.357142857142857
8347 8347 2.19966583124478
16242 15665 -0.111111111111111
19450 20028 -14.0056022408964
17639 39318 -1
20704 21282 -0.357142857142857
28347 28350 -2.08855472013367
3447 2869 -0.357142857142857
34247 7479 1
29050 29047 -2.08855472013367
10969 10972 -2.08855472013367
14062 37533 -1
40384 19774 1
18582 18582 2.19966583124478
31850 2677 1
21011 21006 -2.08855472013367
39143 17288 1
27305 26728 -0.111111111111111
21789 21789 2.08855472013367
28845 29433 -0.357142857142857
15075 38039 1
19957 19380 -0.111111111111111
39197 17395 -1
32688 4356 1
19479 19479 0.357142857142857
38169 15337 1
27216 44099 1
26682 26682 0.468253968253968
25052 43019 1
16475 16478 -2.08855472013367
648 30847 1
4963 5540 -0.111111111111111
21947 41469 1
4248 4823 -0.111111111111111
20670 20093 -0.111111111111111
41210 21429 1
18482 39739 -1
8359 34686 -1
39304 17610 -1
43612 26241 -1
24250 24828 -0.357142857142857
8369 7792 -0.111111111111111
21906 21329 -0.111111111111111
5821 5821 0.357142857142857
41723 22457 1
4730 4730 0.468253968253968
35491 9971 1
851 30939 -1
7112 7685 -1.6986580601325
13185 12608 -0.111111111111111
8991 8413 -0.357142857142857
26227 26227 0.111111111111111
5762 5765 -2.08855472013367
5348 5348 2.08855472013367
37877 14751 -1
31465 1904 -1
16225 16225 14.0056022408964
11654 11654 0.468253968253968
41727 22464 -1
13080 13080 14.0056022408964
28888 44933 1
39512 18026 -1
25697 43340 -1
42567 24148 1
35947 10884 -1
35875 10740 -1
8474 34744 1
24495 24496 -2.08855472013367
25141 24563 -0.357142857142857
17081 17078 -2.08855472013367
25657 43320 -1
31763 2502 -1
18436 17863 -1.6986580601325
14745 14742 -2.08855472013367
19495 19495 0.357142857142857
14837 37920 1
16256 16834 -0.357142857142857
2400 2400 2.19966583124478
4614 5192 -0.357142857142857
17705 18283 -0.357142857142857
30107 30110 -2.08855472013367
14740 15318 -0.357142857142857
38065 15128 1
21648 41319 -1
17105 16527 -0.357142857142857
22825 22247 -0.357142857142857
7341 7341 15.7042603010289
12995 37000 -1
9110 9113 -2.08855472013367
32236 3449 -1
6056 33537 1
13097 13097 2.19966583124478
2453 31739 1
34933 8853 1
4671 4093 -0.357142857142857
5899 5321 -0.357142857142857
12928 12928 2.08855472013367
15936 15936 0.468253968253968
9465 9465 2.19966583124478
20174 19596 -0.357142857142857
6534 5956 -0.357142857142857
1567 31296 -1
5718 5718 0.468253968253968
5152 5152 2.08855472013367
20690 20690 2.19966583124478
11193 36101 1
15947 38474 1
314 314 0.468253968253968
28509 27932 -0.111111111111111
25954 43469 1
6422 6422 2.08855472013367
7443 34229 -1
5791 5213 -0.357142857142857
43683 26383 -1
21309 41150 -1
10721 11298 -0.111111111111111
5950 5950 0.468253968253968
684 684 2.19966583124478
4430 5008 -0.357142857142857
5211 33115 -1
15066 15071 -2.08855472013367
13902 37453 -1
6149 6152 -2.08855472013367
25131 43058 1
17234 17812 -14.0056022408964
25605 25605 2.08855472013367
22166 41578 -1
44655 28330 -1
9229 9229 0.357142857142857
26238 25661 -0.111111111111111
42730 24473 -1
26346 43664 -1
14921 14916 -2.08855472013367
38040 15077 -1
38001 15000 1
33562 6106 -1
37998 14993 -1
1209 1209 0.468253968253968
8062 34538 -1
22894 22894 2.19966583124478
10495 35753 1
6620 6620 2.19966583124478
13085 37045 -1
2420 2420 2.19966583124478
8227 8227 2.08855472013367
13283 13283 0.468253968253968
36844 12681 -1
2350 1769 -0.111111111111111
27653 44317 1
4533 4533 0.357142857142857
16953 16378 -0.111111111111111
24517 25094 -0.111111111111111
8794 34904 1
10277 9699 -0.357142857142857
40600 20207 1
14134 13556 -0.357142857142857
11625 36317 1
24368 23791 -0.111111111111111
39161 17323 -1
20825 20825 0.357142857142857
34066 7115 -1
28102 27524 -0.357142857142857
25817 43400 -1
39651 18305 -1
22495 23068 -1.6986580601325
26667 26664 -2.08855472013367
16125 16125 14.0056022408964
26064 25486 -0.357142857142857
486 485 -0.111111111111111
5096 4518 -0.357142857142857
26330 25753 -0.111111111111111
11103 11681 -0.357142857142857
23222 23222 2.19966583124478
19398 19403 -2.08855472013367
14508 14508 2.08855472013367
28493 28493 2.19966583124478
19602 20177 -0.111111111111111
11629 11629 2.08855472013367
36713 12419 -1
38109 15216 1
18810 18810 2.08855472013367
15517 14940 -0.111111111111111
7156 34086 1
13894 14472 -0.357142857142857
21836 21836 2.19966583124478
15331 38166 -1
26063 25490 -1.6986580601325
23415 22838 -0.111111111111111
13929 13926 -2.08855472013367
19752 19752 0.468253968253968
20649 20649 0.357142857142857
20641 20063 -0.357142857142857
43705 26427 -1
22436 41713 1
22910 41949 -1
41627 22264 -1
18603 18603 2.08855472013367
7652 7649 -2.08855472013367
8714 8714 2.08855472013367
35391 9771 1
4154 32588 1
19467 18889 -0.357142857142857
6325 6325 0.468253968253968
20285 20285 0.468253968253968
18192 18192 15.7042603010289
22280 41635 1
21891 21313 -0.357142857142857
33778 6539 1
21142 21142 0.357142857142857
29206 29209 -2.08855472013367
29710 45343 -1
2703 2126 -0.111111111111111
10567 35789 1
24905 24908 -2.08855472013367
35376 9740 -1
7220 34118 1
4504 32762 -1
17539 16961 -0.357142857142857
15991 38496 1
4811 4814 -2.08855472013367
8276 8854 -0.357142857142857
8548 8548 14.0056022408964
23691 24268 -0.111111111111111
18090 18087 -2.08855472013367
35373 9734 -1
35173 9333 -1
30289 45632 -1
18128 18131 -2.08855472013367
42822 24658 -1
19580 20157 -0.111111111111111
20190 20190 2.08855472013367
18511 18508 -2.08855472013367
16965 17543 -0.357142857142857
31085 1142 -1
8225 8225 0.357142857142857
34691 8369 1
7177 7180 -2.08855472013367
6917 33967 1
26863 26286 -0.111111111111111
45172 29367 -1
34653 8292 -1
21289 41140 -1
30229 30229 0.111111111111111
20963 20963 0.357142857142857
2413 1833 -0.357142857142857
44865 28752 -1
43908 26835 1
29492 45234 -1
42047 23106 1
422 422 2.19966583124478
3938 3938 0.357142857142857
26075 26652 -0.111111111111111
23364 23364 2.08855472013367
35445 9879 1
27015 27592 -0.111111111111111
9368 9368 2.19966583124478
30796 520 1
8795 8795 0.468253968253968
14122 14122 0.357142857142857
12656 36831 -1
7581 7581 2.19966583124478
17482 17487 -2.08855472013367
14237 13662 -0.111111111111111
203 203 0.468253968253968
19041 40018 -1
11530 11530 2.19966583124478
3043 3620 -0.111111111111111
23369 23369 2.19966583124478
36823 12640 1
24232 42609 -1
6210 6210 2.08855472013367
12200 12197 -2.08855472013367
6268 6268 2.08855472013367
42592 24198 1
17662 39330 1
21631 21631 2.08855472013367
39676 18356 1
45779 30584 1
1166 31097 1
17849 17272 -0.111111111111111
28795 28798 -2.08855472013367
10066 10644 -0.357142857142857
21453 21456 -2.08855472013367
18580 18580 0.468253968253968
24175 42581 1
26735 26157 -0.357142857142857
12525 12525 2.08855472013367
4325 3747 -0.357142857142857
13565 37285 1
11416 11993 -0.111111111111111
20779 40886 1
16874 16874 2.08855472013367
6063 6640 -0.111111111111111
23942 24520 -0.357142857142857
1694 1643 -32.4203755576305
8389 8389 2.19966583124478
30067 30067 0.111111111111111
21002 21005 -2.08855472013367
44284 27588 1
33533 6049 1
10484 35747 -1
25637 25634 -2.08855472013367
25079 25079 2.08855472013367
28488 28488 2.08855472013367
11923 11923 15.7042603010289
17832 17829 -2.08855472013367
8598 8598 14.0056022408964
30038 30035 -2.08855472013367
35297 9583 1
34092 7169 1
10328 35669 -1
979 1567 -0.111111111111111
27474 28052 -0.357142857142857
1165 551 -0.111111111111111
9516 9516 0.357142857142857
26057 26635 -0.357142857142857
36277 11546 1
18104 17526 -0.357142857142857
7667 34341 -1
37947 14891 -1
2501 31762 -1
26258 26835 -0.111111111111111
18873 18873 0.468253968253968
25161 43073 1
17020 17023 -2.08855472013367
29790 29790 0.357142857142857
17713 18286 -1.6986580601325
38164 15327 1
21101 21679 -0.357142857142857
29523 29523 2.08855472013367
10937 10937 0.468253968253968
6524 6524 0.357142857142857
29693 29690 -2.08855472013367
28933 29517 -0.357142857142857
34258 7500 -1
21905 21902 -2.08855472013367
8151 34583 1
33735 6453 1
4592 4592 0.468253968253968
10056 35533 -1
2108 2111 -2.08855472013367
22253 22256 -2.08855472013367
13335 12758 -0.111111111111111
40171 19348 1
31119 1211 1
45377 29779 1
20359 20359 0.468253968253968
34501 7988 1
413 414 -0.357142857142857
29444 29444 2.19966583124478
16998 38998 -1
29589 29589 2.08855472013367
15362 15362 2.08855472013367
26076 26076 2.08855472013367
38007 15011 -1
24891 25468 -0.111111111111111
22099 21521 -0.357142857142857
22940 22363 -0.111111111111111
4669 32845 1
4531 4528 -2.08855472013367
27458 27458 0.468253968253968
35428 9844 -1
42580 24173 -1
38947 16895 1
28745 28745 0.468253968253968
12441 36724 1
8112 8689 -0.111111111111111
17875 17298 -0.111111111111111
11101 10524 -0.111111111111111
2262 31643 -1
18035 39516 -1
39133 17267 -1
1116 488 -0.357142857142857
18437 39717 1
12828 13405 -0.111111111111111
13924 14502 -0.357142857142857
30285 30285 2.19966583124478
12280 12277 -2.08855472013367
45587 30199 1
14211 14789 -0.357142857142857
6501 7078 -0.111111111111111
4878 4878 2.08855472013367
18475 18475 0.357142857142857
3811 3811 3.89832389137727
17281 39140 1
27758 27758 0.468253968253968
16005 16005 0.357142857142857
15683 15686 -2.08855472013367
29160 29160 3.89832389137727
23234 23811 -0.111111111111111
23783 24360 -0.111111111111111
4235 4235 2.08855472013367
1268 31148 1
10693 10696 -2.08855472013367
18895 18895 2.19966583124478
25410 24833 -0.111111111111111
42807 24629 1
11695 11117 -0.357142857142857
34685 8357 1
19563 18985 -0.357142857142857
10750 10750 2.08855472013367
41155 21319 1
20831 40912 1
15965 38483 1
4960 32990 1
31198 1371 1
27426 44203 -1
19777 19774 -2.08855472013367
18320 17743 -0.111111111111111
7403 7406 -2.08855472013367
7287 7287 0.468253968253968
22552 41771 1
24307 24307 0.357142857142857
6903 6903 0.357142857142857
22016 22594 -14.0056022408964
15688 15110 -0.357142857142857
10053 10053 0.357142857142857
19335 19332 -2.08855472013367
16118 16695 -0.111111111111111
13267 13267 2.19966583124478
22228 21650 -0.357142857142857
37850 14697 -1
38489 15978 1
6416 5838 -0.357142857142857
21914 41452 -1
1000 342 -0.357142857142857
10110 10113 -2.08855472013367
19049 19052 -2.08855472013367
3182 32102 -1
9253 35133 1
35287 9563 1
17659 39328 -1
37238 13471 1
4582 32801 -1
28611 28035 -1.6986580601325
12451 12451 14.0056022408964
30780 480 1
20057 40525 -1
42324 23660 -1
44549 28119 1
4867 32943 -1
11483 11480 -2.08855472013367
20408 20408 0.357142857142857
279 30700 -1
27732 28309 -0.111111111111111
11551 36280 1
1570 31298 1
30215 30218 -2.08855472013367
45667 30360 1
16580 16002 -0.357142857142857
27305 27305 2.19966583124478
25067 25645 -0.357142857142857
10469 35740 1
3030 32027 1
44085 27189 1
39702 18408 1
19716 19716 2.19966583124478
30035 30035 2.19966583124478
8375 8953 -0.357142857142857
18701 18701 0.357142857142857
36958 12909 -1
7091 34054 1
32379 3737 1
19805 19805 0.357142857142857
2246 1661 -0.111111111111111
19947 20524 -0.111111111111111
18774 39885 1
8150 34582 -1
23705 24280 -0.111111111111111
41822 22655 1
8897 8894 -2.08855472013367
40655 20317 1
18902 39949 1
6170 5592 -0.357142857142857
16558 16553 -2.08855472013367
3524 32273 -1
30059 30464 -0.111111111111111
25278 25856 -0.357142857142857
3861 3861 3.89832389137727
44675 28370 -1
15144 15144 0.468253968253968
44143 27304 -1
16645 16068 -0.111111111111111
28008 28005 -2.08855472013367
16186 16764 -0.357142857142857
16681 38840 -1
14748 37875 -1
28017 44498 -1
44210 27439 -1
5638 5638 0.468253968253968
3680 3680 0.357142857142857
13820 37412 -1
16697 16697 0.468253968253968
16788 16210 -0.357142857142857
3285 32154 1
31485 1945 -1
38029 15056 1
23984 23984 0.468253968253968
4491 4491 0.357142857142857
14446 14446 2.08855472013367
19097 40046 -1
9213 9210 -2.08855472013367
15164 15164 0.468253968253968
4240 3667 -1.6986580601325
6450 5872 -0.357142857142857
36917 12828 1
15172 15175 -2.08855472013367
9897 9897 2.19966583124478
23267 23264 -2.08855472013367
11632 36320 -1
6002 5999 -2.08855472013367
44052 27122 -1
16575 16578 -2.08855472013367
16252 16829 -0.111111111111111
43980 26979 1
15884 38442 -1
13854 13854 3.89832389137727
26903 26903 0.468253968253968
11617 11614 -2.08855472013367
38425 15850 1
25909 43446 -1
1761 1761 0.468253968253968
18193 39595 1
12887 12884 -2.08855472013367
10645 11222 -0.111111111111111
21482 20904 -0.357142857142857
5383 5383 0.111111111111111
20394 20394 2.08855472013367
22251 22251 0.468253968253968
44837 28696 -1
26417 26414 -2.08855472013367
35266 9521 1
24226 24229 -2.08855472013367
8085 34550 1
34176 7337 1
29890 45433 1
11376 11379 -2.08855472013367
13795 37400 1
26729 26726 -2.08855472013367
42321 23654 -1
12241 12241 0.468253968253968
10104 10682 -0.357142857142857
17551 39274 -1
22785 22782 -2.08855472013367
9134 9711 -0.111111111111111
41326 21661 -1
29846 29268 -0.357142857142857
10940 10940 0.357142857142857
4660 32840 -1
33457 5896 1
